X,Y,TOWNNAME,LONGITUDE,LATITUDE,ISCENTER,icon_url
16.2934161271801,-14.4656799455665,Kuvango,16.2935,-14.4656,District,./0.png
14.5495223673427,-14.8253197524584,Quipungo,14.5496,-14.8253,District,./0.png
15.0308833883355,-14.7405998398425,Matala,15.0310,-14.7406,District,./0.png
14.9137734646333,-14.1364786545543,Chicomba,14.9139,-14.1364,District,./0.png
16.032195468875,-14.692430249355,Jamba,16.0323,-14.6924,District,./0.png
15.7879954068646,-13.8168484688103,Chipindo,15.7881,-13.8168,District,./0.png
13.8903005324582,-15.7330110643521,Tchiange,13.8904,-15.7330,District,./0.png
13.3748799182318,-15.0111194811231,Humpata,13.3750,-15.0111,District,./0.png
15.725243478673,-17.0672945429194,Ondjiva,15.7254,-17.0673,Province,./0.png
14.9735521245533,-16.7428235132338,Xangongo,14.9737,-16.7428,District,./0.png
15.8064644790173,-15.6588519584486,Cuvelai,15.8066,-15.6588,District,./0.png
13.4232990440789,-16.6502924504117,Oncocua,13.4234,-16.6503,District,./0.png
15.8406335719648,-17.3034350478336,Namacunde,15.8408,-17.3034,District,./0.png
14.3066610438354,-16.284852297968,Cahama,14.3068,-16.2848,District,./0.png
15.4274718496112,-11.1297501817871,Sanga,15.4276,-11.1297,Subdistrict,./0.png
20.9828983313137,-8.7330301352187,Sombo,20.9830,-8.7330,Subdistrict,./0.png
17.0998893187615,-11.0170335865398,Lubia,17.1000,-11.0170,Subdistrict,./0.png
14.1328836226979,-10.1830309031153,Mumbondo,14.1330,-10.1830,Subdistrict,./0.png
15.4828865884224,-9.36702980006652,Kizenga,15.4830,-9.3670,Subdistrict,./0.png
13.3668826976383,-8.46702742497332,Barra do Dande,13.3670,-8.4670,Subdistrict,./0.png
23.5499031856533,-11.5500369541256,Luvua,23.5500,-11.5500,Subdistrict,./0.png
21.3328991979848,-8.35002941174492,Kachimo,21.3330,-8.3500,Subdistrict,./0.png
17.0168896557605,-9.5500306499641,Kaxinga,17.0170,-9.5500,Subdistrict,./0.png
21.3828969683236,-14.8170430213647,Ninda,21.3830,-14.8170,Subdistrict,./0.png
15.6498853946802,-13.2500373273584,Kuima,15.6500,-13.2500,Subdistrict,./0.png
13.58288109853,-13.5500369301542,Bolonguela,13.5830,-13.5500,Subdistrict,./0.png
14.0828847392582,-5.88002269815978,Luvu,14.0830,-5.8800,Subdistrict,./0.png
15.7168876737778,-7.20002563476367,Cuilo,15.7170,-7.2000,Subdistrict,./0.png
21.3828975669902,-13.4830402577079,Lutembo,21.3830,-13.4830,Subdistrict,./0.png
14.7828860078806,-6.36702378862678,Kanda,14.7830,-6.3670,Subdistrict,./0.png
13.6998809642372,-14.2670382976093,Dinde,13.7000,-14.2670,Subdistrict,./0.png
18.4498920921685,-11.1830344093408,Sautari,18.4500,-11.1830,Subdistrict,./0.png
18.2828921020403,-10.1500322641845,Kitapa,18.2830,-10.1500,Subdistrict,./0.png
14.4998826311269,-14.1330384465464,Ngola,14.5000,-14.1330,Subdistrict,./0.png
17.1168890710714,-11.7500350387619,Gamba,17.1170,-11.7500,Subdistrict,./0.png
17.9668891201867,-15.5000427676839,Kueio,17.9670,-15.5000,Subdistrict,./0.png
14.9025270147867,-16.6843003653057,Humbe,14.9026,-16.6843,Subdistrict,./0.png
20.8168967072972,-12.5170380254454,Lukusse,20.8170,-12.5170,Subdistrict,./0.png
16.1187443255143,-10.9428380801114,Sao Lucas,16.1189,-10.9428,Subdistrict,./0.png
20.3828937432019,-16.73304643738,Luengue,20.3830,-16.7330,Subdistrict,./0.png
15.3668829504506,-16.7170436896242,Mungua,15.3670,-16.7170,Subdistrict,./0.png
14.3498846580165,-8.31702743222775,Kaje,14.3500,-8.3170,Subdistrict,./0.png
20.2168967730366,-8.33302908709479,Kapaia,20.2170,-8.3330,Subdistrict,./0.png
14.8668837177307,-13.4330373159398,Chikuma,14.8670,-13.4330,Subdistrict,./0.png
13.649883609145,-7.15002502103149,Kindeji,13.6500,-7.1500,Subdistrict,./0.png
17.1998900870828,-9.3830303749256,Xandele,17.2000,-9.3830,Subdistrict,./0.png
20.6998969905851,-11.0670349633447,Kazage,20.7000,-11.0670,Subdistrict,./0.png
13.0328822985773,-7.61702573779191,Mussera,13.0330,-7.6170,Subdistrict,./0.png
16.699889870598,-6.28302403873329,Kuango,16.7000,-6.2830,Subdistrict,./0.png
17.666891103619,-9.233030218125,Iongo,17.6670,-9.2330,Subdistrict,./0.png
17.3998890547539,-13.1830379711779,Mutumbo,17.4000,-13.1830,Subdistrict,./0.png
19.0498936915915,-10.2670327550092,Kukumbi,19.0500,-10.2670,Subdistrict,./0.png
14.2828825453869,-13.4330370446571,Kapupa,14.2830,-13.4330,Subdistrict,./0.png
21.53289683433,-15.7830450788261,Neriquinha,21.5330,-15.7830,Subdistrict,./0.png
16.9498871975567,-15.050041387762,Chinguanja,16.9500,-15.0500,Subdistrict,./0.png
13.3498827536015,-8.16702685731858,Tabi,13.3500,-8.1670,Subdistrict,./0.png
16.9168892215228,-10.2330319716383,Mbembo,16.9170,-10.2330,Subdistrict,./0.png
17.4668879438485,-15.7000429016722,Kaiundo,17.4670,-15.7000,Subdistrict,./0.png
18.5498919247605,-12.1670364287214,Munhango,18.5500,-12.1670,Subdistrict,./0.png
20.1498939481279,-15.3670435731537,Kunjamba/ Dima,20.1500,-15.3670,Subdistrict,./0.png
12.9668824412698,-6.55002372270109,Kinzau,12.9670,-6.5500,Subdistrict,./0.png
17.832891659695,-8.51702882119269,Luremo,17.8330,-8.5170,Subdistrict,./0.png
17.5668903107545,-10.9670336570725,Kimbango,17.5670,-10.9670,Subdistrict,./0.png
19.7668948982016,-11.2330349827811,Luma-Kassai,19.7670,-11.2330,Subdistrict,./0.png
17.3668888254043,-13.5330386421384,Soma Kwanza,17.3670,-13.5330,Subdistrict,./0.png
17.6668901216672,-12.0000357482129,Kwanza,17.6670,-12.0000,Subdistrict,./0.png
21.182896367706,-15.133043580756,Chiume,21.1830,-15.1330,Subdistrict,./0.png
15.3168870370978,-6.50002416711211,Kamatambo,15.3170,-6.5000,Subdistrict,./0.png
15.2498862114969,-9.08302917626671,Kiangombe,15.2500,-9.0830,Subdistrict,./0.png
18.6668905325711,-15.6830434775473,Baixo Longa,18.6670,-15.6830,Subdistrict,./0.png
16.1998888731822,-6.20002376716805,Icoca,16.2000,-6.2000,Subdistrict,./0.png
